country,country_code,date_added,has_expired,job_board,job_description,job_title,job_type,location,organization,page_url,salary,sector,uniq_id,predictions
United States of America,US,,No,jobs.monster.com,"The QC Lead position requires an understanding of food science and food/dietary supplement manufacturing principals. This position interacts closely with other departments within the company, therefore good people and communication skills are essential.The position is responsible for shift supervision of the manufacturing floor; supporting the QC Technicians, as well as all other key functional areas (production, warehouse, maintenance, etc).ESSENTIAL DUTIESAssist in the supervising, and training of  QC technicians Support the QC Manager/Supervisor  with day to day tasks such as product investigations, plant trials, etc. Supervise product quality on a daily bases Maintain and update Hold Log  Provide support to Production, Maintenance, QA, R&D, Sanitation, and Warehouse.Field radio calls from the QC technicians, as well as all other departments, to support questions, inspections, dispositioning of product, etc. Support the enforcement of plant policies, and procedures inclusive of gowning, GMPs, etc.Assist in the Supervision of daily quality related activities (product holds/product dispositions/hold log entries/employee trainingSupervise QC technicians.Support the QC Staff KPI’sMINIMUM REQUIREMENTS ·          A minimum of 1 year  experience within a food or dietary supplement manufacturing facility ·          Excellent skills in communicating verbally and in written form in English.·          Proficient computer skills, especially MS Word and Excel.A member of the management team with Santa Cruz Nutritionals may change, rescind, or add to any procedures, or practices described in the job description on a case by case basis with or without prior notice to any employee. ",Quality Control Lead Job in Santa Cruz,Full Time,"Santa Cruz, CA 95060",Manufacturing - Other,http://jobview.monster.com/Quality-Control-Lead-Job-Santa-Cruz-CA-US-164370398.aspx?mescoid=1900306001001&jobPosition=19,,Experienced (Non-Manager),c44af81ceb38d2b6fe00baf15d0dffe6,HEALTHCARE
United States of America,US,,No,jobs.monster.com,"JOB DESCRIPTION                                          DEPARTMENT:                  Case Management / Admissions            POSITION:                                                    R.N. Case Manager              POSITION SUMMARY:      Reporting to the Director of Nursing, this position coordinates financial and clinical aspects of new admissions, transfers to and from acute care, and is responsible to collaborate with families, residents, hospital and LTC facilities in a professional manner. ESSENTIAL POSITION FUNCTIONS: Financial, Clinical, Relationship and Marketing Job Aspects: Assesses and evaluates costing for potential admissions and affirms financial information.Obtains insurance authorization on admissions. Conveys financial information to facility management and recommends acceptance and/or denial of the admission.Performs daily computerized tracking of referrals on the accepted database by hospital.Prioritizes workload independently and follows-up on outstanding information needed.Conveys problems and possible resolutions to appropriate personnel on a daily basis.Assesses and evaluates clinical, emotional and psychosocial needs for potential admissions.  Demonstrates an understanding of clinical aspects of care.Assesses needs for equipment for potential new admissions and conveys and assists in arrangements of such needs to facility management.Assesses and evaluates resident needs utilizing PRI/MDS scoring criteria.Provides education to residents, families, facility and hospital personnel and other personnel to facilitate transitions in clinical environments.Includes all information in 1. A-e and 2. A-e above.Evaluates and reports established resident clinical data during periods of hospitalization to the designated facility. General Job Duties and Responsibilities: Able to work flexible hours, operate independent of daily supervision and make decisions regarding the management of admissions and transfers to the Waters facilities.Able to methodically follow established practices for admission and transfer protocols to maintain consistency of practice.Able to prioritize workload for vacation and time off coverage.Demonstrates team oriented focus to accomplish work objectives.  SUMMARY OF QUALIFICATIONS Licensed Florida State Registered Nurse required.Working knowledge of MDS and PRI classification preferred.Knowledge of Medicare/Medicaid/HMO reimbursement strongly preferred.      4.    Minimum (1) year clinical experience within the past 5 years preferred.5.   Minimum (2) years long term care experience preferred.6.   Demonstrated strong interpersonal communication skills and professional conduct.7.   Demonstrated in use of Microsoft Office Software, E-mail, and internet access.8.   New YorkState infraction free drivers license required.9.   Ability to flex work hours based on case management volume.",Case Manager Job in Sunset Point,Full Time Employee,"Sunset Point, FL 33765",Healthcare Services,http://jobview.monster.com/Case-Manager-Job-Sunset-Point-FL-US-166104158.aspx?mescoid=2100316001001&jobPosition=1,,Medical/Health,217600308ffc96a1a81eb8afba5ee522,HEALTHCARE
United States of America,US,,No,jobs.monster.com,"POSITION PURPOSE The Senior Manager Foundation PR will be responsible for driving communications and social media efforts externally and internally for The Home Depot’s community affairs efforts. This includes strategic collaboration with various internal and external channels, sharing the companies “giving back” message, developing tactical execution, and measurement of PR, internal communications and social media efforts. He/She will oversee and execute proactive and reactive media relations activity for community initiatives, including grant making, partnerships and community service activities. He/She will serve as external communications point of contact for The Home Depot Foundation and The Home Depot’s community affairs efforts. He/She will need to explore and evaluate emerging social media opportunities and tools to build strategies and proposals for implementing effective social media campaigns to drive the communication strategy. The Senior Manager will work in concert with partners in associate communications, brand public relations, social media and marketing among other channel partners to communicate messaging and assist with drafting of all communications. These will include: partner communications, staff presentations, newsletters, website, etc. MAJOR TASKS, RESPONSIBILITIES AND KEY ACCOUNTABILITIES 25% In consultation with Corporate Public Relations, support all proactive and reactive media relations in new and existing markets to enhance the position of The Home Depot Foundation as a leader in corporate philanthropy. Manage public relations and communications budget for Foundation. 25% - Respond to routine media and non-profit inquiries. - Explore and evaluate emerging social media opportunities and tools to build strategies and proposals for implementing effective Social Media campaigns to drive the communication strategy for the Foundation. 25% - Oversee implementation of Foundation communications strategy through all available distribution channels. - Partner closely with internal communications to share messaging with associates enterprise-wide. - Secure media coverage and interviews in national and regional media 25% - Provide Foundation Staff with presentation resources and help support communications needs, including drafting speeches and presentations. - Maintain website pages and draft and distribute periodic newsletters to Foundation stakeholders. - Draft annual report, brochures, ads and other collateral materials as needed NATURE AND SCOPE Position reports to Director Corporate CommunicationsMINIMUM QUALIFICATIONS Must be eighteen years of age or older.Must pass the Drug Test.Must pass the Background Check.Must pass pre-employment tests if applicable. EDUCATION REQUIRED The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job. YEARS OF RELEVANT WORK EXPERIENCE - 05 PHYSICAL JOB REQUIREMENTS Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles. PREFERRED QUALIFICATIONS - - A bachelor' s degree in Journalism, PR, Communications or English is preferred. - Five to eight years of experience is preferred. - Experience with social media preferred. KNOWLEDGE, SKILLS, ABILITIES AND COMPETENCIES - - Knowledge/understanding of working with media. - Ability to design and utilize diverse communication methods and tools to effectively target messages to internal and external stakeholders and clearly convey thoughts, concepts and direction. - Excellent PC skills, including MS Office, Microsoft Publisher and/or Adobe Illustrator and Java; prior experience maintaining and/or developing website content preferred. - Excellent written and verbal communication skills. - Good organizational skills and attention to detail required. - Ability to work independently and be flexible. - Team player. $('span#TrackingJobBody a').each(function (i, v) { if ($(v).attr('href')) { var href = $(v).attr('href').toLowerCase(); if (href.match(""^http"")) { switch (true) { case /facebook/.test(href): $(v).attr('mns_rt', 'NonJob-Facebook'); break; case /linkedin/.test(href): $(v).attr('mns_rt', 'NonJob-Linkedin'); break; case /twitter\.com/.test(href): $(v).attr('mns_rt', 'NonJob-Twitter'); break; case /plus\.google\.com/.test(href): $(v).attr('mns_rt', 'NonJob-GooglePlus'); break; case /youtube/.test(href): $(v).attr('data-track', 'Client-Social-Youtube'); break; case /http[s]?\:\/\/([a-z0-9\-\.]{1,}\.[a-z]{2,})[\/]?$/.test(href): $(v).attr('data-track', 'Client-Link-Homepage'); break; default: $(v).attr('mns_rt', 'jobcustomapplyonline'); break; } } } });",Sr Manager,Full Time,"Atlanta, GA 30301",Retail,http://jobview.monster.com/sr-manager-foundation-pr-job-atlanta-ga-us-170527238.aspx?mescoid=2700438001001&jobPosition=15,,Manager (Manager/Supervisor of Staff),ef7db9ba10dd8bf7754ecf6ddd09a5aa,PUBLIC-RELATIONS
United States of America,US,,No,jobs.monster.com,"GroundskeeperWest Knox Apart need a F/T Groundskeeper. Duties - clean breezeways, halls, pools, grounds, gutters, roofs, light maintenance etc. $8-$9 PH sick/vac/insur/401K. Fax resume to 865-531-8166 or email to: countryclubapts@knology.net or call 693-5702 for directions to complete an application.GroundskeeperWest Knox Apart need a F/T Groundskeeper. Duties - clean breezeways, halls, pools, grounds, gutters, roofs, light maintenance etc. $8-$9 PH sick/vac/insur/401K. Fax resume to 865-531-8166 or email to: countryclubapts@knology.net or call 693-5702 for directions to complete an application.",Groundskeeper Job in Knoxville,Full Time,"Knoxville, TN 37923",,http://jobview.monster.com/Groundskeeper-Job-Knoxville-TN-US-166981535.aspx?mescoid=3700626001001&jobPosition=2,,,cd3adb94fc647ca5ea3af731dc1da065,CONSTRUCTION
United States of America,US,,No,jobs.monster.com,"Combined Insurance is seeking Sales Agents to join our fast-paced, high energy, growing company. We are proud of our tradition of success in the insurance industry of over 90 years. Come join our team of hard-working, talented professionals! JOB SUMMARY: An Agent position with Combined Insurance offers you a full-time, direct employee position where you’ll receive company support and comprehensive training. We offer unlimited income potential, including expense-paid training, a limited guaranteed income to start, and a competitive benefits package. No experience is required, but prior exposure to sales and customer service is helpful. Experienced and licensed insurance agents are highly encouraged to apply. RESPONSIBILITIES: Conduct needs-based, consultative sales presentations to a wide range of individuals and independent business people Utilize marketing tools and resources to generate new business Secure referrals and set appointments to present to prospective customers Deliver excellent customer service to existing policyholders and prospective customers alike Develop and maintain a professional presence in the communities in which you work SKILLS/EXPERIENCE: While no specific experience selling insurance is necessary, prior exposure to commissioned sales, customer service and marketing experience can be helpful. Our training program will give you most of the tools and knowledge to help you succeed. One year of work experience required; commissioned sales and customer service experience in real estate, auto sales, and/or as an insurance agent is a plus Your respective state’s license to sell accident, health and life insurance, or a willingness to obtain proper licensing Strong interpersonal communication skills An outgoing, positive person who enjoys building relationships Driven, disciplined, resilient, achievement-focused, coachable professional Basic computer skills, including knowledge of Microsoft Windows, a plus A valid driver’s license, reliable transportation with liability and property insurance coverage on the vehicle EDUCATION: High school diploma or GED equivalent is preferred, college-level education is a plus Bilingual English/Spanish a plus OUR BENEFITS As a Combined corporate employee, you have access to one of the most comprehensive benefit plans in the business, designed to meet your needs and help you reach your financial goals.  We are committed to supporting its employees with a comprehensive compensation package that is appropriate in the market where they work. Below are several of the many benefits we offer our employees: Health insurance Dental insurance Tuition reimbursement A company-match 401(k) plan Disability insurance Life insurance Employee referral bonuses ABOUT COMBINED INSURANCE Combined Insurance is a leading provider of individual supplemental accident, disability, health and life insurance products. With a field sales force and corporate staff in excess of 5,000 people worldwide, Combined Insurance meets the growing coverage needs of policyholders around the globe. We pride ourselves on being customer-centric, people-driven, accountable, performance-minded, and ethical. We invest in our employees and take the time to focus on their development, needs and career aspirations. Connect with us onTWITTER, FACEBOOK, LINKEDIN, INSTAGRAM and GOOGLE+ Read our blog, SUPPLEMENTALLY SPEAKING, for more info on health and wellness topics  ",Sales Agent Job in Knoxville,Full Time,"Knoxville, TN",Insurance,http://jobview.monster.com/Sales-Agent-Job-Knoxville-TN-US-166279908.aspx?mescoid=4100683001001&jobPosition=13,,,ec59e3f419b851259632b757183d7365,SALES
United States of America,US,,No,jobs.monster.com,"Financial Additions has partnered up with a large company in downtown Dallas looking to bring on an entry level Staff Accountant.  This is a contract to hire position and needs someone to start immediately!  Please submit your resume for consideration.  Thanks!          AP Workflow - Setup and maintenance     Entry review and processing     Good communications / customer service skills     Ability to navigate Excel, Outlook, and IE efficiently     Excel Proficiency       Accounting Background/Knowledge     AP Knowledge helpful     Detail Oriented       Polished communication skills     High volume queue       Time management  ",Staff Accountant Job in Dallas,Full Time,"Dallas, TX",Accounting and Auditing Services,http://jobview.monster.com/Staff-Accountant-Job-Dallas-TX-US-164590860.aspx?mescoid=1300101001001&jobPosition=20,,Entry Level,02eb906a2bfbca24bf1e9bd26596d603,ACCOUNTANT
United States of America,US,,No,jobs.monster.com,"Plastipak Packaging, Inc. is seeking a Legal Assistant professional to work in our fast-paced Global Business and Technology Center located in Plymouth, MI. This position offers excellent opportunities to join our growing Corporate Team!We offer an exciting opportunity for a talented, well-organized individual who is seeking a full-time, permanent position within our stable, yet growing company. Having strong legal knowledge, attention to detail, and relationship management skills are the foundation for success in this role.Responsibilities:- Assist and provide administrative support to attorneys and other members of the legal department- Create closing books- File documentation- Organize, index, and track files- Review documentation for key terms, dates, etc.- Track and meet deadlines- Draft and prepare corporate minute documents- Other duties as assigned- Bachelor's degree, Paralegal certification a plus- 2 years Paralegal or Legal Assistant experience- Must be proactive and take initiative.- Must have clear, concise communication skills, both verbally and written.- Must have high attention to detail and accuracy.- Must be a highly motivated, self-starter.- Excellent reading, writing, and proofreading skills.- Interact well with attorneys, staff, clients, etc.- Excellent organizational and logic skills.- Ability to multi-task and perform on deadline.https://loopapply.com/apply/62/E5E213596586F6F18E2B005056984D64 ""> $('span#TrackingJobBody a').each(function (i, v) { if ($(v).attr('href')) { var href = $(v).attr('href').toLowerCase(); if (href.match(""^http"")) { switch (true) { case /facebook/.test(href): $(v).attr('mns_rt', 'NonJob-Facebook'); break; case /linkedin/.test(href): $(v).attr('mns_rt', 'NonJob-Linkedin'); break; case /twitter\.com/.test(href): $(v).attr('mns_rt', 'NonJob-Twitter'); break; case /plus\.google\.com/.test(href): $(v).attr('mns_rt', 'NonJob-GooglePlus'); break; case /youtube/.test(href): $(v).attr('data-track', 'Client-Social-Youtube'); break; case /http[s]?\:\/\/([a-z0-9\-\.]{1,}\.[a-z]{2,})[\/]?$/.test(href): $(v).attr('data-track', 'Client-Link-Homepage'); break; default: $(v).attr('mns_rt', 'jobcustomapplyonline'); break; } } } });",Legal Assistant Job in Plymouth,Full Time,"Plymouth, MI 48170",,http://jobview.monster.com/Legal-Assistant-Job-Plymouth-MI-US-165265769.aspx?mescoid=4300747001001&jobPosition=15,,Legal,c89fc1a032e406b38eee2cd202cab910,ADVOCATE
United States of America,US,,No,jobs.monster.com,"Position ID#  59135 # Positions  1 State  CA City  Newport Beach Category  Store Associates - Shift Supervisor Store #  5746 Shift  .. The primary purpose of this position is to provide direction and assistance in the completion of daily merchandise and operating tasks and to perform such other duties as assigned by the Store Manager and/or Assistant Store Manager. The incumbent is required to perform all tasks in a safe manner consistent with corporate policies and applicable laws. This position does not involve, hiring, firing, or disciplining associates or recommending any such action. Situations surrounding these issues should be brought to the attention of the Store Manager and/or Assistant Store Manager.   The associate is responsible for the functions below, in addition to other duties as assigned: • Provide superior customer service by assisting customers with their shopping needs, handling all customer transactions in a timely and courteous manner, and responding to customer complaints/concerns with a sense of urgency to see to their resolution. • Attend to merchandising of plan-o-grams within seasonal departments, end caps, displays and basic inline departments as directed by the Store Manager and/or the Assistant Store Manager. • Control inventory by performing proper receiving and stocking including accurate cycle counting, processing merchandise transfers according to procedures, and reporting inventory problems to the Store Manager and/or Assistant Store Manager. • Accountable for store cash and other financial assets, reconciling cash register drawers, preparing deposits, and ordering changes from the bank as directed by the Store Manager and/or the Assistant Store Manager. • Assist with the general maintenance and appearance of the store by ensuring a safe and pleasing environment for both customers and associates; respond to any unexpected emergencies to ensure the protection of company assets. • Oversee that store inventory is regularly inspected in accordance with the Product Freshness Review Schedule as directed by the Store Manager and/or the Assistant Store Manager. • Ensure that all outdated product and product with less than 30 days until expiration is removed from the sales floor to be processed through the established returns process. • Manage tasks and supervise store associates in those limited circumstances when the Store Manager and/or Assistant Store Manager is unavailable.   Supervisory Experience This position involves managing tasks and supervising store associates in those limited circumstances when the Store Manager and/or Assistant Store Manager is unavailable. This position does not involve, hiring, firing, or disciplining associates or recommending any such action, which should be brought to the attention of the Store Manager and/or Assistant Store Manager.   *All duties described in this document are to be performed in keeping with the core values and service attributes consistent with the Rite Aid brand and strategy.   The primary purpose of this position is to provide direction and assistance in the completion of daily merchandise and operating tasks and to perform such other duties as assigned by the Store Manager and/or Assistant Store Manager. The incumbent is required to perform all tasks in a safe manner consistent with corporate policies and applicable laws. This position does not involve, hiring, firing, or disciplining associates or recommending any such action. Situations surrounding these issues should be brought to the attention of the Store Manager and/or Assistant Store Manager.   The associate is responsible for the functions below, in addition to other duties as assigned: • Provide superior customer service by assisting customers with their shopping needs, handling all customer transactions in a timely and courteous manner, and responding to customer complaints/concerns with a sense of urgency to see to their resolution. • Attend to merchandising of plan-o-grams within seasonal departments, end caps, displays and basic inline departments as directed by the Store Manager and/or the Assistant Store Manager. • Control inventory by performing proper receiving and stocking including accurate cycle counting, processing merchandise transfers according to procedures, and reporting inventory problems to the Store Manager and/or Assistant Store Manager. • Accountable for store cash and other financial assets, reconciling cash register drawers, preparing deposits, and ordering changes from the bank as directed by the Store Manager and/or the Assistant Store Manager. • Assist with the general maintenance and appearance of the store by ensuring a safe and pleasing environment for both customers and associates; respond to any unexpected emergencies to ensure the protection of company assets. • Oversee that store inventory is regularly inspected in accordance with the Product Freshness Review Schedule as directed by the Store Manager and/or the Assistant Store Manager. • Ensure that all outdated product and product with less than 30 days until expiration is removed from the sales floor to be processed through the established returns process. • Manage tasks and supervise store associates in those limited circumstances when the Store Manager and/or Assistant Store Manager is unavailable.   Supervisory Experience This position involves managing tasks and supervising store associates in those limited circumstances when the Store Manager and/or Assistant Store Manager is unavailable. This position does not involve, hiring, firing, or disciplining associates or recommending any such action, which should be brought to the attention of the Store Manager and/or Assistant Store Manager.   *All duties described in this document are to be performed in keeping with the core values and service attributes consistent with the Rite Aid brand and strategy.   • In accordance with state law, candidates must satisfy minimum age requirements to sell and/or supervise the sale of alcohol and/or tobacco products. • Ability to pass drug test. • Committed to providing customer service that makes both internal and external customers feel welcome, important, and appreciated. • Ability to preserve confidentiality of information. • Ability and willingness to move with purpose and a strong sense of urgency. • Ability to work weekends on a regular basis. • Ability to work day or evening hours. • Accuracy and attention to detail. • Ability to organize and prioritize a variety of tasks/projects. • In accordance with state law, candidates must satisfy minimum age requirements to sell and/or supervise the sale of alcohol and/or tobacco products. • Ability to pass drug test. • Committed to providing customer service that makes both internal and external customers feel welcome, important, and appreciated. • Ability to preserve confidentiality of information. • Ability and willingness to move with purpose and a strong sense of urgency. • Ability to work weekends on a regular basis. • Ability to work day or evening hours. • Accuracy and attention to detail. • Ability to organize and prioritize a variety of tasks/projects. At least one (1) year of experience in retail, food service, restaurant or customer service industry, preferably at a supervisor level, and/or a two (2) year college degree.         Options: Apply for this job online Apply Share Refer this job to a friend Refer Share on your newsfeed Not ready to apply? Connect with us for general consideration.",Shift Supervisor Job in Camphill,Full Time Employee,"Camphill, PA",Retail,http://jobview.monster.com/Shift-Supervisor-Job-Camphill-PA-US-165548504.aspx?mescoid=5100910001001&jobPosition=3,,Project/Program Management,a38ea653c6e65991a87fe801e4c7c4f1,SALES
United States of America,US,,No,jobs.monster.com,"There are retail jobs, and there are retail careers. If you’re passionate about helping people get the most out of the technology they love, you could be a great fit for our retail team. Our motivated employees work directly with our cutting-edge line of products and services. We’re passionate about innovation - and even more passionate about connecting our customers to the future. As a Retail Sales Consultant, you’ll belong to a supportive team in a fast-paced environment. Together, you can connect people to the latest technology - all while meeting sales goals. If you love working with people, then this may be the job for you. From the initial greeting to closing the sale, you will play a big role in shaping the retail experience. Bottom line? You are the go-to customer service expert. Sharing your knowledge with our growing customer base comes with many rewards. Start with the paycheck: Base plus commission. Our current full-time Retail Sales Consultants earn an average of $50,636 in total compensation in the first year when successfully meeting or exceeding sales goals. Our top sellers earn an average of $57,511 per year. You’ll also gain an amazing benefits package, including: Ongoing paid training Exciting career paths Supportive team environment Employer-provided mobile device Medical/dental coverage 401(k) plan Tuition reimbursement Paid time off Not to mention some pretty cool perks, like: One of our latest devices and a service plan. Using our technology, gain first-hand expertise to share with our customers. Discounts on accessories and additional AT&T products and services. That means you always have access to the coolest gadgets around. A spring and fall fund to spend on a wide range of Team Color apparel. You’ll even receive a welcome kit of fun gear to get you started (including two shirts). To qualify, we’d like you to have 1 to 3 years of retail or customer-facing sales experience. Apply now. Our employees say it best! Watch now.",Bilingual Spanish Required Retail Sales Consultant Queens West HIT Job in Astoria,,"Astoria, NY",,http://jobview.monster.com/Bilingual-Spanish-Required-Retail-Sales-Consultant-Queens-West-HIT-Job-ASTORIA-NY-US-166659741.aspx?mescoid=4100671001001&jobPosition=6,,,b5ad3123d3c9f3b60b05195d5c317ff6,SALES
United States of America,US,,No,jobs.monster.com,"12B Combat Engineer - Construction and Engineering Specialist Job DescriptionWe're looking for team players to provide construction and engineering support vital to the successful outcome of Army National Guard missions. As a member of a Guard Combat Engineer team, you'll be designing and building bridges, roadways, secure perimeters, and tactical firing systems, as well as detecting and safely neutralizing mines and other dangers. In doing so, you will ensure the safe and timely mobility of other combat teams and materials.After your paid Guard training and experience, you will be qualified to pursue a variety of civilian career paths, including construction, building inspection, and building engineering.Earn while you learnGet paid to learn! Join the Guard and you will learn valuable job skills while earning a regular paycheck and qualifying for tuition assistance.Job training requires 10 weeks of Basic Training, where you'll learn basic Soldiering skills, and six weeks of Advanced Individual Training (AIT). Your on-the-job training primarily consists of hands-on work in a variety of construction projects.Requires military enlistment. Applicants must meet minimum qualifications. Actual MOS assignment may depend on MOS availability. Benefits subject to change.Benefits/RequirementsBenefitsPaid trainingA monthly paycheckMontgomery GI BillRetirement benefits for part-time serviceLow-cost life insurance (up to $400,000 in coverage)401(k)-type savings planStudent Loan Repayment Program (up to $50,000, for existing loans)Healthcare Benefits AvailableRequirementsHigh School Diploma or GEDMust be between the ages of 17 and 35Must be able to pass a physical exam and meet legal and moral standardsMust meet citizenship requirements (see NATIONALGUARD.com for details)Most non-prior service candidates will earn between $196.26 and $254.91 per drill weekend.Programs and benefits are subject to change.This position may qualify for a bonus, ask your National Guard recruiter for the most up-to-date information.stLight.options({publisher:'dc1d43a6-e554-4b53-8d4f-9e82edc64815',embeds:true});",B Combat Engineer - Construction and Engineering Specialist Job in Richmond,Full Time Employee,"Richmond, MO 64085",,http://jobview.monster.com/12b-combat-engineer-construction-engineering-specialist-job-richmond-mo-us-176574447.aspx?mescoid=1700166001001&jobPosition=3,,Entry Level,e75f5454e83edc7336e1b50d1229b35e,ENGINEERING
